Nombre_1,Apellido_1,CUI_1,InstitucionBancaria_1,AbreviacionInstitucion_1,TipoCuenta_1,SaldoInicial_1
Arleta,Umbert,1805028979,Banco G&T,G&T,Monetaria en Q,0
Arleta,Umbert,1805028979,Banco G&T,G&T,Monetaria en Q,1863
Arleta,Umbert,1805028979,Banco Industrial,BI,Monetaria en $,0
Arleta,Umbert,1805028979,Banco Industrial,BI,Monetaria en $,0
Morly,Pundy,1833280679,Banco Promerica,Promerica,Monetaria en Q,1254
Hali,Peebles,1909436437,Banco de desarrollo rural,BANRURAL,Ahorro,0
Hali,Peebles,1909436437,Banco de desarrollo rural,BANRURAL,Ahorro,0
Hali,Peebles,1909436437,Banco de desarrollo rural,BANRURAL,Ahorro,0
Hali,Peebles,1909436437,Banco de desarrollo rural,BANRURAL,Ahorro,1818
Hali,Peebles,1909436437,Banco de desarrollo rural,BANRURAL,Ahorro,0
Hali,Peebles,1909436437,Banco de desarrollo rural,BANRURAL,Ahorro,0
Hali,Peebles,1909436437,Banco de desarrollo rural,BANRURAL,Ahorro,1818
Hali,Peebles,1909436437,Banco Industrial,BI,Monetaria en Q,3639
Hali,Peebles,1909436437,Banco Industrial,BI,Monetaria en Q,3639
Hali,Peebles,1909436437,Banco Promerica,Promerica,Monetaria en $,0
Hali,Peebles,1909436437,Banco Promerica,Promerica,Monetaria en $,0
Hali,Peebles,1909436437,Banco Promerica,Promerica,Monetaria en $,0
Hali,Peebles,1909436437,Banco Promerica,Promerica,Ahorro,3556
Hali,Peebles,1909436437,Banco Promerica,Promerica,Ahorro,3556
Stormy,Mathieu,1952883946,Banco G&T,G&T,Monetaria en $,0
Stormy,Mathieu,1952883946,Banco G&T,G&T,Monetaria en $,0
Stormy,Mathieu,1952883946,Banco G&T,G&T,Monetaria en $,0
Nelia,Hathway,1962610551,Banco G&T,G&T,Monetaria en Q,2131
Nelia,Hathway,1962610551,Banco G&T,G&T,Monetaria en Q,2131
Nelia,Hathway,1962610551,Banco Industrial,BI,Monetaria en Q,0
Nelia,Hathway,1962610551,Banco Industrial,BI,Monetaria en Q,0
Nelia,Hathway,1962610551,Banco Industrial,BI,Monetaria en Q,0
Nelia,Hathway,1962610551,Banco Industrial,BI,Monetaria en Q,0
Nelia,Hathway,1962610551,Banco Industrial,BI,Monetaria en Q,0
Nelia,Hathway,1962610551,Banco Industrial,BI,Monetaria en Q,0
Nelia,Hathway,1962610551,Banco Industrial,BI,Monetaria en $,3848
Nelia,Hathway,1962610551,Banco Industrial,BI,Monetaria en Q,0
Nelia,Hathway,1962610551,Banco Promerica,Promerica,Monetaria en $,0
Nelia,Hathway,1962610551,Banco Promerica,Promerica,Monetaria en $,0
Nelia,Hathway,1962610551,Banco Promerica,Promerica,Monetaria en $,0
Nelia,Hathway,1962610551,Banco Promerica,Promerica,Monetaria en $,0
Ty,Kittow,1976810418,Banco de desarrollo rural,BANRURAL,Ahorro,0
Ty,Kittow,1976810418,Banco de desarrollo rural,BANRURAL,Ahorro,0
Ty,Kittow,1976810418,Banco de desarrollo rural,BANRURAL,Ahorro,0
Ty,Kittow,1976810418,Banco de desarrollo rural,BANRURAL,Ahorro,0
Ty,Kittow,1976810418,Banco G&T,G&T,Monetaria en $,0
Ty,Kittow,1976810418,Banco G&T,G&T,Monetaria en $,0
Ty,Kittow,1976810418,Banco G&T,G&T,Monetaria en $,0
Devin,Sheere,2286509069,Banco Agromercantil,BAM,Ahorro,3494
Devin,Sheere,2286509069,Banco G&T,G&T,Monetaria en Q,3001
Devin,Sheere,2286509069,Banco Industrial,BI,Monetaria en Q,1858
Devin,Sheere,2286509069,Banco Industrial,BI,Monetaria en Q,1858
Devin,Sheere,2286509069,Banco Industrial,BI,Monetaria en Q,1858
Devin,Sheere,2286509069,Banco Industrial,BI,Monetaria en Q,1858
Ddene,Tant,2293083373,Banco de desarrollo rural,BANRURAL,Monetaria en $,0
Ddene,Tant,2293083373,Banco de desarrollo rural,BANRURAL,Monetaria en $,0
Ddene,Tant,2293083373,Banco Industrial,BI,Ahorro,0
Ddene,Tant,2293083373,Banco Industrial,BI,Ahorro,0
Manuel,Gouldstone,2293547442,Banco G&T,G&T,Ahorro,0
Manuel,Gouldstone,2293547442,Banco G&T,G&T,Ahorro,0
Manuel,Gouldstone,2293547442,Banco G&T,G&T,Ahorro,0
Manuel,Gouldstone,2293547442,Banco G&T,G&T,Ahorro,0
Manuel,Gouldstone,2293547442,Banco Industrial,BI,Monetaria en $,0
Manuel,Gouldstone,2293547442,Banco Industrial,BI,Monetaria en $,0
Manuel,Gouldstone,2293547442,Banco Industrial,BI,Monetaria en $,0
Jeanie,Badman,2320648240,Banco Agromercantil,BAM,Ahorro,1563
Jeanie,Badman,2320648240,Banco Agromercantil,BAM,Ahorro,1563
Jeanie,Badman,2320648240,Banco G&T,G&T,Monetaria en Q,0
Jeanie,Badman,2320648240,Banco G&T,G&T,Monetaria en Q,0
Jeanie,Badman,2320648240,Banco G&T,G&T,Monetaria en Q,0
Jeanie,Badman,2320648240,Banco G&T,G&T,Monetaria en Q,0
Jeanie,Badman,2320648240,Banco G&T,G&T,Monetaria en Q,0
Jeanie,Badman,2320648240,Banco G&T,G&T,Monetaria en Q,0
Jeanie,Badman,2320648240,Banco G&T,G&T,Monetaria en Q,0
Jeanie,Badman,2320648240,Banco Promerica,Promerica,Monetaria en $,0
Jeanie,Badman,2320648240,Banco Promerica,Promerica,Monetaria en $,0
Alfie,Castellaccio,2344960856,Banco Agromercantil,BAM,Monetaria en Q,0
Alfie,Castellaccio,2344960856,Banco Agromercantil,BAM,Monetaria en Q,690
Alfie,Castellaccio,2344960856,Banco Agromercantil,BAM,Monetaria en Q,690
Alfie,Castellaccio,2344960856,Banco Agromercantil,BAM,Monetaria en Q,0
Alfie,Castellaccio,2344960856,Banco Agromercantil,BAM,Monetaria en Q,0
Alfie,Castellaccio,2344960856,Banco de desarrollo rural,BANRURAL,Monetaria en $,0
Alfie,Castellaccio,2344960856,Banco de desarrollo rural,BANRURAL,Monetaria en Q,0
Alfie,Castellaccio,2344960856,Banco de desarrollo rural,BANRURAL,Monetaria en Q,0
Alfie,Castellaccio,2344960856,Banco de desarrollo rural,BANRURAL,Monetaria en $,0
Alfie,Castellaccio,2344960856,Banco de desarrollo rural,BANRURAL,Monetaria en $,0
Alfie,Castellaccio,2344960856,Banco de desarrollo rural,BANRURAL,Monetaria en Q,0
Alfie,Castellaccio,2344960856,Banco de desarrollo rural,BANRURAL,Ahorro,0
Alfie,Castellaccio,2344960856,Banco G&T,G&T,Monetaria en $,0
Alfie,Castellaccio,2344960856,Banco G&T,G&T,Monetaria en $,0
Alfie,Castellaccio,2344960856,Banco G&T,G&T,Monetaria en $,0
Alfie,Castellaccio,2344960856,Banco G&T,G&T,Monetaria en $,0
Vonny,Westall,2354138652,Banco G&T,G&T,Monetaria en Q,3604
Vonny,Westall,2354138652,Banco G&T,G&T,Monetaria en Q,3604
Vonny,Westall,2354138652,Banco G&T,G&T,Ahorro,0
Vonny,Westall,2354138652,Banco G&T,G&T,Monetaria en Q,3604
Vonny,Westall,2354138652,Banco G&T,G&T,Ahorro,0
Vonny,Westall,2354138652,Banco G&T,G&T,Ahorro,0
Daffy,Marages,2720935689,Banco G&T,G&T,Monetaria en Q,0
Daffy,Marages,2720935689,Banco G&T,G&T,Monetaria en Q,0
Daffy,Marages,2720935689,Banco Promerica,Promerica,Monetaria en Q,1575
Daffy,Marages,2720935689,Banco Promerica,Promerica,Monetaria en Q,1575
Daffy,Marages,2720935689,Banco Promerica,Promerica,Monetaria en Q,1575
Leonelle,Copp,2843482992,Banco Agromercantil,BAM,Monetaria en $,0
Leonelle,Copp,2843482992,Banco Agromercantil,BAM,Monetaria en $,0
Riva,Gaven,2897073799,Banco Agromercantil,BAM,Monetaria en Q,0
Riva,Gaven,2897073799,Banco Agromercantil,BAM,Monetaria en Q,0
Riva,Gaven,2897073799,Banco Agromercantil,BAM,Monetaria en Q,0
Riva,Gaven,2897073799,Banco Promerica,Promerica,Monetaria en Q,3771
Riva,Gaven,2897073799,Banco Promerica,Promerica,Monetaria en $,0
Riva,Gaven,2897073799,Banco Promerica,Promerica,Monetaria en $,0
Riva,Gaven,2897073799,Banco Promerica,Promerica,Monetaria en Q,3771
Riva,Gaven,2897073799,Banco Promerica,Promerica,Monetaria en $,0
Riva,Gaven,2897073799,Banco Promerica,Promerica,Monetaria en $,0
Hieronymus,Penn,3070506224,Banco de desarrollo rural,BANRURAL,Monetaria en $,1264
Hieronymus,Penn,3070506224,Banco de desarrollo rural,BANRURAL,Monetaria en $,1264
Hieronymus,Penn,3070506224,Banco de desarrollo rural,BANRURAL,Monetaria en $,1264
Hieronymus,Penn,3070506224,Banco de desarrollo rural,BANRURAL,Monetaria en $,1264
Inga,Cromleholme,3179095431,Banco Industrial,BI,Ahorro,3387
Inga,Cromleholme,3179095431,Banco Industrial,BI,Ahorro,3387
Inga,Cromleholme,3179095431,Banco Industrial,BI,Ahorro,3387
Inga,Cromleholme,3179095431,Banco Industrial,BI,Ahorro,3387
Inga,Cromleholme,3179095431,Banco Industrial,BI,Ahorro,3387
Inga,Cromleholme,3179095431,Banco Promerica,Promerica,Ahorro,2864
Inga,Cromleholme,3179095431,Banco Promerica,Promerica,Monetaria en $,0
Inga,Cromleholme,3179095431,Banco Promerica,Promerica,Ahorro,2864
Inga,Cromleholme,3179095431,Banco Promerica,Promerica,Ahorro,2864
Jeanne,Ciottoi,3199681735,Banco de desarrollo rural,BANRURAL,Monetaria en $,2743
Jeanne,Ciottoi,3199681735,Banco de desarrollo rural,BANRURAL,Monetaria en $,2743
Ulla,Balloch,3278286464,Banco G&T,G&T,Monetaria en $,2162
Ulla,Balloch,3278286464,Banco Promerica,Promerica,Monetaria en Q,0
Collie,Leatherland,3334586502,Banco Industrial,BI,Monetaria en Q,0
Collie,Leatherland,3334586502,Banco Industrial,BI,Monetaria en Q,0
Collie,Leatherland,3334586502,Banco Industrial,BI,Monetaria en Q,0
Collie,Leatherland,3334586502,Banco Industrial,BI,Monetaria en Q,0
Collie,Leatherland,3334586502,Banco Industrial,BI,Monetaria en Q,0
Collie,Leatherland,3334586502,Banco Promerica,Promerica,Ahorro,0
Collie,Leatherland,3334586502,Banco Promerica,Promerica,Ahorro,0
Collie,Leatherland,3334586502,Banco Promerica,Promerica,Ahorro,0
Collie,Leatherland,3334586502,Banco Promerica,Promerica,Ahorro,0
Vassili,Drowsfield,3345353652,Banco Agromercantil,BAM,Monetaria en Q,3999
Vassili,Drowsfield,3345353652,Banco Agromercantil,BAM,Monetaria en Q,3999
Vassili,Drowsfield,3345353652,Banco G&T,G&T,Monetaria en $,446
Vassili,Drowsfield,3345353652,Banco G&T,G&T,Monetaria en $,446
Vassili,Drowsfield,3345353652,Banco G&T,G&T,Monetaria en $,446
Vassili,Drowsfield,3345353652,Banco Promerica,Promerica,Ahorro,1680
Vassili,Drowsfield,3345353652,Banco Promerica,Promerica,Ahorro,1680
Vassili,Drowsfield,3345353652,Banco Promerica,Promerica,Ahorro,1680
Ardys,Cave,3418211453,Banco Promerica,Promerica,Ahorro,0
Ardys,Cave,3418211453,Banco Promerica,Promerica,Ahorro,0
Willie,Brahan,3601075148,Banco G&T,G&T,Monetaria en $,3085
Willie,Brahan,3601075148,Banco G&T,G&T,Monetaria en $,3085
Willie,Brahan,3601075148,Banco G&T,G&T,Monetaria en $,3085
Willie,Brahan,3601075148,Banco G&T,G&T,Monetaria en $,3085
Willie,Brahan,3601075148,Banco G&T,G&T,Monetaria en $,3085
Willie,Brahan,3601075148,Banco Promerica,Promerica,Monetaria en $,2527
Willie,Brahan,3601075148,Banco Promerica,Promerica,Monetaria en $,2527
Willie,Brahan,3601075148,Banco Promerica,Promerica,Monetaria en $,2527
Willie,Brahan,3601075148,Banco Promerica,Promerica,Monetaria en $,2527
Willie,Brahan,3601075148,Banco Promerica,Promerica,Monetaria en $,2527
Willie,Brahan,3601075148,Banco Promerica,Promerica,Monetaria en $,2527
Raff,Meah,3693967563,Banco G&T,G&T,Monetaria en $,1225
Raff,Meah,3693967563,Banco G&T,G&T,Monetaria en $,1225
Raff,Meah,3693967563,Banco Industrial,BI,Ahorro,1190
Raff,Meah,3693967563,Banco Industrial,BI,Ahorro,1190
Raff,Meah,3693967563,Banco Industrial,BI,Ahorro,1190
Reinwald,Raphael,3808552263,Banco Industrial,BI,Monetaria en Q,0
Reinwald,Raphael,3808552263,Banco Industrial,BI,Monetaria en Q,0
Reinwald,Raphael,3808552263,Banco Industrial,BI,Monetaria en Q,0
Reinwald,Raphael,3808552263,Banco Industrial,BI,Monetaria en Q,0
Tripp,Ingree,3888897025,Banco Agromercantil,BAM,Ahorro,0
Tripp,Ingree,3888897025,Banco Agromercantil,BAM,Ahorro,1610
Tripp,Ingree,3888897025,Banco Agromercantil,BAM,Ahorro,0
Tripp,Ingree,3888897025,Banco Agromercantil,BAM,Ahorro,0
Tripp,Ingree,3888897025,Banco Agromercantil,BAM,Ahorro,1610
Tripp,Ingree,3888897025,Banco Agromercantil,BAM,Ahorro,0
Maressa,Delgadillo,3899636643,Banco Industrial,BI,Ahorro,0
Maressa,Delgadillo,3899636643,Banco Industrial,BI,Ahorro,0
Maressa,Delgadillo,3899636643,Banco Industrial,BI,Ahorro,0
Arron,Dalziel,4113842388,Banco de desarrollo rural,BANRURAL,Monetaria en $,391
Arron,Dalziel,4113842388,Banco de desarrollo rural,BANRURAL,Monetaria en $,391
Arron,Dalziel,4113842388,Banco G&T,G&T,Monetaria en Q,409
Arron,Dalziel,4113842388,Banco G&T,G&T,Monetaria en Q,409
Arron,Dalziel,4113842388,Banco G&T,G&T,Monetaria en Q,409
Dale,Goslin,4243293546,Banco G&T,G&T,Ahorro,0
Dale,Goslin,4243293546,Banco G&T,G&T,Ahorro,0
Dale,Goslin,4243293546,Banco G&T,G&T,Ahorro,0
Dale,Goslin,4243293546,Banco G&T,G&T,Ahorro,0
Dale,Goslin,4243293546,Banco Promerica,Promerica,Ahorro,0
Dale,Goslin,4243293546,Banco Promerica,Promerica,Ahorro,0
Donielle,Duckham,4348903484,Banco de desarrollo rural,BANRURAL,Monetaria en Q,0
Donielle,Duckham,4348903484,Banco de desarrollo rural,BANRURAL,Monetaria en Q,0
Antonetta,Bowler,4380702766,Banco Agromercantil,BAM,Monetaria en $,2300
Antonetta,Bowler,4380702766,Banco Agromercantil,BAM,Monetaria en $,2300
Antonetta,Bowler,4380702766,Banco Agromercantil,BAM,Monetaria en $,2300
Antonetta,Bowler,4380702766,Banco Agromercantil,BAM,Monetaria en $,2300
Antonetta,Bowler,4380702766,Banco Agromercantil,BAM,Monetaria en $,2300
Antonetta,Bowler,4380702766,Banco de desarrollo rural,BANRURAL,Ahorro,217
Antonetta,Bowler,4380702766,Banco de desarrollo rural,BANRURAL,Ahorro,217
Antonetta,Bowler,4380702766,Banco de desarrollo rural,BANRURAL,Ahorro,217
Sascha,Kennedy,4464029000,Banco G&T,G&T,Monetaria en $,0
Sascha,Kennedy,4464029000,Banco G&T,G&T,Monetaria en $,0
Sascha,Kennedy,4464029000,Banco Promerica,Promerica,Ahorro,0
Sascha,Kennedy,4464029000,Banco Promerica,Promerica,Ahorro,0
Sascha,Kennedy,4464029000,Banco Promerica,Promerica,Ahorro,0
Sascha,Kennedy,4464029000,Banco Promerica,Promerica,Ahorro,0
Sascha,Kennedy,4464029000,Banco Promerica,Promerica,Ahorro,0
Puff,Huerta,4474118367,Banco de desarrollo rural,BANRURAL,Monetaria en Q,0
Puff,Huerta,4474118367,Banco G&T,G&T,Monetaria en Q,0
Puff,Huerta,4474118367,Banco G&T,G&T,Monetaria en Q,0
Sax,Stephenson,4640351089,Banco Agromercantil,BAM,Ahorro,0
Sax,Stephenson,4640351089,Banco Agromercantil,BAM,Ahorro,0
Sax,Stephenson,4640351089,Banco Agromercantil,BAM,Ahorro,0
Sax,Stephenson,4640351089,Banco Agromercantil,BAM,Ahorro,0
Sax,Stephenson,4640351089,Banco Agromercantil,BAM,Ahorro,0
Sax,Stephenson,4640351089,Banco Agromercantil,BAM,Ahorro,0
Sax,Stephenson,4640351089,Banco Agromercantil,BAM,Ahorro,0
Willy,Geraldo,4650277515,Banco de desarrollo rural,BANRURAL,Monetaria en $,0
Willy,Geraldo,4650277515,Banco de desarrollo rural,BANRURAL,Monetaria en $,0
Henriette,Stag,5203620156,Banco de desarrollo rural,BANRURAL,Monetaria en $,567
Henriette,Stag,5203620156,Banco de desarrollo rural,BANRURAL,Monetaria en $,567
Zack,Stainton - Skinn,5413394497,Banco Promerica,Promerica,Monetaria en Q,0
Zack,Stainton - Skinn,5413394497,Banco Promerica,Promerica,Monetaria en Q,0
Zack,Stainton - Skinn,5413394497,Banco Promerica,Promerica,Monetaria en Q,0
Corliss,McCord,5563911438,Banco Agromercantil,BAM,Monetaria en $,0
Corliss,McCord,5563911438,Banco Agromercantil,BAM,Monetaria en $,0
Corliss,McCord,5563911438,Banco Agromercantil,BAM,Monetaria en $,0
Corliss,McCord,5563911438,Banco Promerica,Promerica,Monetaria en $,0
Timmi,Hovie,5618537931,Banco Agromercantil,BAM,Ahorro,0
Timmi,Hovie,5618537931,Banco Agromercantil,BAM,Ahorro,0
Timmi,Hovie,5618537931,Banco G&T,G&T,Ahorro,784
Timmi,Hovie,5618537931,Banco G&T,G&T,Ahorro,784
Locke,Kordas,5791637586,Banco G&T,G&T,Monetaria en Q,0
Locke,Kordas,5791637586,Banco G&T,G&T,Monetaria en Q,0
Locke,Kordas,5791637586,Banco G&T,G&T,Monetaria en Q,0
Locke,Kordas,5791637586,Banco Promerica,Promerica,Monetaria en $,2747
Locke,Kordas,5791637586,Banco Promerica,Promerica,Monetaria en $,2747
Locke,Kordas,5791637586,Banco Promerica,Promerica,Monetaria en $,2747
Locke,Kordas,5791637586,Banco Promerica,Promerica,Monetaria en $,2747
Locke,Kordas,5791637586,Banco Promerica,Promerica,Monetaria en $,2747
Locke,Kordas,5791637586,Banco Promerica,Promerica,Monetaria en $,2747
Paul,Fleming,5878519224,Banco Promerica,Promerica,Monetaria en $,0
Paul,Fleming,5878519224,Banco Promerica,Promerica,Monetaria en $,0
Paul,Fleming,5878519224,Banco Promerica,Promerica,Monetaria en $,0
Gracia,Burchill,5981356200,Banco de desarrollo rural,BANRURAL,Monetaria en $,0
Gracia,Burchill,5981356200,Banco de desarrollo rural,BANRURAL,Monetaria en $,0
Gracia,Burchill,5981356200,Banco Promerica,Promerica,Monetaria en $,2291
Gracia,Burchill,5981356200,Banco Promerica,Promerica,Monetaria en $,2291
Elnore,Foy,6154977174,Banco Agromercantil,BAM,Ahorro,2257
Elnore,Foy,6154977174,Banco Agromercantil,BAM,Ahorro,2257
Elnore,Foy,6154977174,Banco Agromercantil,BAM,Ahorro,2257
Janith,Metheringham,6172401947,Banco Agromercantil,BAM,Monetaria en $,0
Janith,Metheringham,6172401947,Banco Agromercantil,BAM,Monetaria en $,0
Janith,Metheringham,6172401947,Banco Agromercantil,BAM,Monetaria en $,0
Janith,Metheringham,6172401947,Banco Industrial,BI,Monetaria en $,0
Ike,Nickels,6290621491,Banco de desarrollo rural,BANRURAL,Monetaria en Q,423
Ike,Nickels,6290621491,Banco de desarrollo rural,BANRURAL,Monetaria en Q,423
Ike,Nickels,6290621491,Banco de desarrollo rural,BANRURAL,Monetaria en Q,423
Dahlia,Greiser,6310900986,Banco Industrial,BI,Monetaria en $,1258
Dahlia,Greiser,6310900986,Banco Industrial,BI,Monetaria en $,1258
Cherry,Youtead,6393106875,Banco de desarrollo rural,BANRURAL,Monetaria en Q,2311
Cherry,Youtead,6393106875,Banco de desarrollo rural,BANRURAL,Monetaria en Q,2311
Cherry,Youtead,6393106875,Banco G&T,G&T,Monetaria en Q,1189
Cherry,Youtead,6393106875,Banco G&T,G&T,Monetaria en Q,1189
Cherry,Youtead,6393106875,Banco G&T,G&T,Monetaria en Q,1189
Cherry,Youtead,6393106875,Banco G&T,G&T,Monetaria en Q,1189
Cherry,Youtead,6393106875,Banco Promerica,Promerica,Ahorro,0
Cherry,Youtead,6393106875,Banco Promerica,Promerica,Ahorro,0
Cherry,Youtead,6393106875,Banco Promerica,Promerica,Ahorro,0
Cherry,Youtead,6393106875,Banco Promerica,Promerica,Ahorro,0
Cherry,Youtead,6393106875,Banco Promerica,Promerica,Ahorro,0
Sunny,Alvin,6456388384,Banco Agromercantil,BAM,Monetaria en $,0
Sunny,Alvin,6456388384,Banco Agromercantil,BAM,Monetaria en $,0
Sunny,Alvin,6456388384,Banco Agromercantil,BAM,Monetaria en $,0
Sunny,Alvin,6456388384,Banco Agromercantil,BAM,Monetaria en $,0
Sunny,Alvin,6456388384,Banco Promerica,Promerica,Monetaria en $,760
Deni,Tarn,6467582497,Banco Agromercantil,BAM,Monetaria en Q,0
Deni,Tarn,6467582497,Banco de desarrollo rural,BANRURAL,Monetaria en $,3991
Deni,Tarn,6467582497,Banco de desarrollo rural,BANRURAL,Monetaria en $,3991
Deni,Tarn,6467582497,Banco de desarrollo rural,BANRURAL,Monetaria en $,3991
Deni,Tarn,6467582497,Banco de desarrollo rural,BANRURAL,Monetaria en $,3991
Deni,Tarn,6467582497,Banco de desarrollo rural,BANRURAL,Monetaria en $,3991
Deni,Tarn,6467582497,Banco G&T,G&T,Monetaria en $,4968
Deni,Tarn,6467582497,Banco G&T,G&T,Monetaria en Q,4105
Deni,Tarn,6467582497,Banco G&T,G&T,Monetaria en Q,4105
Deni,Tarn,6467582497,Banco G&T,G&T,Monetaria en Q,4105
Deni,Tarn,6467582497,Banco G&T,G&T,Monetaria en Q,4105
Deni,Tarn,6467582497,Banco G&T,G&T,Monetaria en Q,4105
Deni,Tarn,6467582497,Banco Promerica,Promerica,Monetaria en $,0
Deni,Tarn,6467582497,Banco Promerica,Promerica,Monetaria en $,0
Deni,Tarn,6467582497,Banco Promerica,Promerica,Monetaria en $,0
Deni,Tarn,6467582497,Banco Promerica,Promerica,Monetaria en $,0
Deni,Tarn,6467582497,Banco Promerica,Promerica,Monetaria en $,0
Deni,Tarn,6467582497,Banco Promerica,Promerica,Monetaria en $,0
Tina,De Beauchemp,6668839878,Banco Agromercantil,BAM,Ahorro,3027
Tina,De Beauchemp,6668839878,Banco Agromercantil,BAM,Ahorro,315
Tina,De Beauchemp,6668839878,Banco Agromercantil,BAM,Ahorro,315
Tina,De Beauchemp,6668839878,Banco Agromercantil,BAM,Ahorro,315
Tina,De Beauchemp,6668839878,Banco Agromercantil,BAM,Ahorro,3027
Tina,De Beauchemp,6668839878,Banco de desarrollo rural,BANRURAL,Monetaria en $,3942
Tina,De Beauchemp,6668839878,Banco Industrial,BI,Ahorro,0
Tina,De Beauchemp,6668839878,Banco Industrial,BI,Ahorro,0
